Year,OSHPD_ID,Facility_Name,County_Name,Type_Of_Control,ED_Level,Patient_Type,Gender,Count
2010,106211006,MARIN GENERAL HOSPITAL,MARIN,Public - District,Emergency - Basic,ED Visit,Male,13344
2010,106211006,MARIN GENERAL HOSPITAL,MARIN,Public - District,Emergency - Basic,ED Visit,Female,14253
2010,106211006,MARIN GENERAL HOSPITAL,MARIN,Public - District,Emergency - Basic,ED Admit,Female,2979
2010,106211006,MARIN GENERAL HOSPITAL,MARIN,Public - District,Emergency - Basic,ED Visit,Unknown,4
2010,106211006,MARIN GENERAL HOSPITAL,MARIN,Public - District,Emergency - Basic,ED Admit,Male,2730
2011,106211006,MARIN GENERAL HOSPITAL,MARIN,Public - District,Emergency - Basic,ED Visit,Male,13449
2011,106211006,MARIN GENERAL HOSPITAL,MARIN,Public - District,Emergency - Basic,ED Visit,Female,14613
2011,106211006,MARIN GENERAL HOSPITAL,MARIN,Public - District,Emergency - Basic,ED Admit,Female,2954
2011,106211006,MARIN GENERAL HOSPITAL,MARIN,Public - District,Emergency - Basic,ED Visit,Unknown,2
2011,106211006,MARIN GENERAL HOSPITAL,MARIN,Public - District,Emergency - Basic,ED Admit,Male,2766
2012,106211006,MARIN GENERAL HOSPITAL,MARIN,Public - District,Emergency - Basic,ED Visit,Male,13381
2012,106211006,MARIN GENERAL HOSPITAL,MARIN,Public - District,Emergency - Basic,ED Visit,Female,14486
2012,106211006,MARIN GENERAL HOSPITAL,MARIN,Public - District,Emergency - Basic,ED Admit,Female,2994
2012,106211006,MARIN GENERAL HOSPITAL,MARIN,Public - District,Emergency - Basic,ED Admit,Male,2994
2013,106211006,MARIN GENERAL HOSPITAL,MARIN,Public - District,Emergency - Basic,ED Visit,Male,13095
2013,106211006,MARIN GENERAL HOSPITAL,MARIN,Public - District,Emergency - Basic,ED Visit,Female,14395
2013,106211006,MARIN GENERAL HOSPITAL,MARIN,Public - District,Emergency - Basic,ED Admit,Female,2690
2013,106211006,MARIN GENERAL HOSPITAL,MARIN,Public - District,Emergency - Basic,ED Visit,Unknown,4
2013,106211006,MARIN GENERAL HOSPITAL,MARIN,Public - District,Emergency - Basic,ED Admit,Male,2887
2014,106211006,MARIN GENERAL HOSPITAL,MARIN,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,14339
2014,106211006,MARIN GENERAL HOSPITAL,MARIN,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,2581
2014,106211006,MARIN GENERAL HOSPITAL,MARIN,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,2609
2010,106214034,NOVATO COMMUNITY HOSPITAL,MARIN,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,6261
2010,106214034,NOVATO COMMUNITY HOSPITAL,MARIN,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,7300
2010,106214034,NOVATO COMMUNITY HOSPITAL,MARIN,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,696
2010,106214034,NOVATO COMMUNITY HOSPITAL,MARIN,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,588
2011,106214034,NOVATO COMMUNITY HOSPITAL,MARIN,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,6107
2011,106214034,NOVATO COMMUNITY HOSPITAL,MARIN,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,7456
2011,106214034,NOVATO COMMUNITY HOSPITAL,MARIN,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,694
2011,106214034,NOVATO COMMUNITY HOSPITAL,MARIN,Nonprofit - Corporation,Emergency - Basic,ED Visit,Unknown,1
2011,106214034,NOVATO COMMUNITY HOSPITAL,MARIN,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,564
2012,106214034,NOVATO COMMUNITY HOSPITAL,MARIN,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,6021
2012,106214034,NOVATO COMMUNITY HOSPITAL,MARIN,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,7279
2012,106214034,NOVATO COMMUNITY HOSPITAL,MARIN,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,716
2012,106214034,NOVATO COMMUNITY HOSPITAL,MARIN,Nonprofit - Corporation,Emergency - Basic,ED Visit,Unknown,1
2012,106214034,NOVATO COMMUNITY HOSPITAL,MARIN,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,616
2013,106214034,NOVATO COMMUNITY HOSPITAL,MARIN,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,7523
2013,106214034,NOVATO COMMUNITY HOSPITAL,MARIN,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,9664
2013,106214034,NOVATO COMMUNITY HOSPITAL,MARIN,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,728
2013,106214034,NOVATO COMMUNITY HOSPITAL,MARIN,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,683
2014,106214034,NOVATO COMMUNITY HOSPITAL,MARIN,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,5871
2014,106214034,NOVATO COMMUNITY HOSPITAL,MARIN,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,585
2014,106214034,NOVATO COMMUNITY HOSPITAL,MARIN,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,496
2010,106220733,JOHN C FREMONT HEALTHCARE DISTRICT,MARIPOSA,Public - District,Emergency - Standby,ED Visit,Male,1957
2010,106220733,JOHN C FREMONT HEALTHCARE DISTRICT,MARIPOSA,Public - District,Emergency - Standby,ED Visit,Female,2420
2010,106220733,JOHN C FREMONT HEALTHCARE DISTRICT,MARIPOSA,Public - District,Emergency - Standby,ED Admit,Female,124
2010,106220733,JOHN C FREMONT HEALTHCARE DISTRICT,MARIPOSA,Public - District,Emergency - Standby,ED Admit,Male,88
2011,106220733,JOHN C FREMONT HEALTHCARE DISTRICT,MARIPOSA,Public - District,Emergency - Standby,ED Visit,Male,2177
2011,106220733,JOHN C FREMONT HEALTHCARE DISTRICT,MARIPOSA,Public - District,Emergency - Standby,ED Visit,Female,2442
2011,106220733,JOHN C FREMONT HEALTHCARE DISTRICT,MARIPOSA,Public - District,Emergency - Standby,ED Admit,Female,98
2011,106220733,JOHN C FREMONT HEALTHCARE DISTRICT,MARIPOSA,Public - District,Emergency - Standby,ED Admit,Male,101
2012,106220733,JOHN C FREMONT HEALTHCARE DISTRICT,MARIPOSA,Public - District,Emergency - Standby,ED Visit,Male,2319
2012,106220733,JOHN C FREMONT HEALTHCARE DISTRICT,MARIPOSA,Public - District,Emergency - Standby,ED Visit,Female,2725
2012,106220733,JOHN C FREMONT HEALTHCARE DISTRICT,MARIPOSA,Public - District,Emergency - Standby,ED Admit,Female,84
2012,106220733,JOHN C FREMONT HEALTHCARE DISTRICT,MARIPOSA,Public - District,Emergency - Standby,ED Admit,Male,54
2013,106220733,JOHN C FREMONT HEALTHCARE DISTRICT,MARIPOSA,Public - District,Emergency - Standby,ED Visit,Male,2278
2013,106220733,JOHN C FREMONT HEALTHCARE DISTRICT,MARIPOSA,Public - District,Emergency - Standby,ED Visit,Female,2641
2013,106220733,JOHN C FREMONT HEALTHCARE DISTRICT,MARIPOSA,Public - District,Emergency - Standby,ED Admit,Female,65
2013,106220733,JOHN C FREMONT HEALTHCARE DISTRICT,MARIPOSA,Public - District,Emergency - Standby,ED Admit,Male,63
2014,106220733,JOHN C FREMONT HEALTHCARE DISTRICT,MARIPOSA,Public - District,Emergency - Standby,ED Visit,Male,2455
2014,106220733,JOHN C FREMONT HEALTHCARE DISTRICT,MARIPOSA,Public - District,Emergency - Standby,ED Admit,Female,86
2014,106220733,JOHN C FREMONT HEALTHCARE DISTRICT,MARIPOSA,Public - District,Emergency - Standby,ED Admit,Male,67
2010,106230949,FRANK R HOWARD MEMORIAL HOSPITAL,MENDOCINO,Nonprofit - Corporation,Emergency - Standby,ED Visit,Male,4222
2010,106230949,FRANK R HOWARD MEMORIAL HOSPITAL,MENDOCINO,Nonprofit - Corporation,Emergency - Standby,ED Visit,Female,4690
2010,106230949,FRANK R HOWARD MEMORIAL HOSPITAL,MENDOCINO,Nonprofit - Corporation,Emergency - Standby,ED Admit,Female,363
2010,106230949,FRANK R HOWARD MEMORIAL HOSPITAL,MENDOCINO,Nonprofit - Corporation,Emergency - Standby,ED Admit,Male,380
2011,106230949,FRANK R HOWARD MEMORIAL HOSPITAL,MENDOCINO,Nonprofit - Corporation,Emergency - Standby,ED Visit,Male,4425
2011,106230949,FRANK R HOWARD MEMORIAL HOSPITAL,MENDOCINO,Nonprofit - Corporation,Emergency - Standby,ED Visit,Female,4797
2011,106230949,FRANK R HOWARD MEMORIAL HOSPITAL,MENDOCINO,Nonprofit - Corporation,Emergency - Standby,ED Admit,Female,329
2011,106230949,FRANK R HOWARD MEMORIAL HOSPITAL,MENDOCINO,Nonprofit - Corporation,Emergency - Standby,ED Admit,Male,356
2012,106230949,FRANK R HOWARD MEMORIAL HOSPITAL,MENDOCINO,Nonprofit - Corporation,Emergency - Standby,ED Visit,Male,4309
2012,106230949,FRANK R HOWARD MEMORIAL HOSPITAL,MENDOCINO,Nonprofit - Corporation,Emergency - Standby,ED Visit,Female,4428
2012,106230949,FRANK R HOWARD MEMORIAL HOSPITAL,MENDOCINO,Nonprofit - Corporation,Emergency - Standby,ED Admit,Female,337
2012,106230949,FRANK R HOWARD MEMORIAL HOSPITAL,MENDOCINO,Nonprofit - Corporation,Emergency - Standby,ED Admit,Male,328
2013,106230949,FRANK R HOWARD MEMORIAL HOSPITAL,MENDOCINO,Nonprofit - Corporation,Emergency - Standby,ED Visit,Male,3826
2013,106230949,FRANK R HOWARD MEMORIAL HOSPITAL,MENDOCINO,Nonprofit - Corporation,Emergency - Standby,ED Visit,Female,3958
2013,106230949,FRANK R HOWARD MEMORIAL HOSPITAL,MENDOCINO,Nonprofit - Corporation,Emergency - Standby,ED Admit,Female,400
2013,106230949,FRANK R HOWARD MEMORIAL HOSPITAL,MENDOCINO,Nonprofit - Corporation,Emergency - Standby,ED Admit,Male,380
2014,106230949,FRANK R HOWARD MEMORIAL HOSPITAL,MENDOCINO,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,3930
2014,106230949,FRANK R HOWARD MEMORIAL HOSPITAL,MENDOCINO,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,373
2014,106230949,FRANK R HOWARD MEMORIAL HOSPITAL,MENDOCINO,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,364
2010,106231013,MENDOCINO COAST DISTRICT HOSPITAL,MENDOCINO,Public - District,Emergency - Standby,ED Visit,Male,4239
2010,106231013,MENDOCINO COAST DISTRICT HOSPITAL,MENDOCINO,Public - District,Emergency - Standby,ED Visit,Female,4454
2010,106231013,MENDOCINO COAST DISTRICT HOSPITAL,MENDOCINO,Public - District,Emergency - Standby,ED Admit,Female,403
2010,106231013,MENDOCINO COAST DISTRICT HOSPITAL,MENDOCINO,Public - District,Emergency - Standby,ED Admit,Male,390
2011,106231013,MENDOCINO COAST DISTRICT HOSPITAL,MENDOCINO,Public - District,Emergency - Standby,ED Visit,Male,4073
2011,106231013,MENDOCINO COAST DISTRICT HOSPITAL,MENDOCINO,Public - District,Emergency - Standby,ED Visit,Female,4321
2011,106231013,MENDOCINO COAST DISTRICT HOSPITAL,MENDOCINO,Public - District,Emergency - Standby,ED Admit,Female,437
2011,106231013,MENDOCINO COAST DISTRICT HOSPITAL,MENDOCINO,Public - District,Emergency - Standby,ED Admit,Male,345
2012,106231013,MENDOCINO COAST DISTRICT HOSPITAL,MENDOCINO,Public - District,Emergency - Standby,ED Visit,Male,4133
2012,106231013,MENDOCINO COAST DISTRICT HOSPITAL,MENDOCINO,Public - District,Emergency - Standby,ED Visit,Female,4572
2012,106231013,MENDOCINO COAST DISTRICT HOSPITAL,MENDOCINO,Public - District,Emergency - Standby,ED Admit,Female,382
2012,106231013,MENDOCINO COAST DISTRICT HOSPITAL,MENDOCINO,Public - District,Emergency - Standby,ED Admit,Male,321
2013,106231013,MENDOCINO COAST DISTRICT HOSPITAL,MENDOCINO,Public - District,Emergency - Standby,ED Visit,Male,4157
2013,106231013,MENDOCINO COAST DISTRICT HOSPITAL,MENDOCINO,Public - District,Emergency - Standby,ED Visit,Female,4406
2013,106231013,MENDOCINO COAST DISTRICT HOSPITAL,MENDOCINO,Public - District,Emergency - Standby,ED Admit,Female,367
2013,106231013,MENDOCINO COAST DISTRICT HOSPITAL,MENDOCINO,Public - District,Emergency - Standby,ED Admit,Male,322
2014,106231013,MENDOCINO COAST DISTRICT HOSPITAL,MENDOCINO,Public - District,Emergency - Standby,ED Visit,Male,4372
2014,106231013,MENDOCINO COAST DISTRICT HOSPITAL,MENDOCINO,Public - District,Emergency - Standby,ED Admit,Female,366
2014,106231013,MENDOCINO COAST DISTRICT HOSPITAL,MENDOCINO,Public - District,Emergency - Standby,ED Admit,Male,321
2010,106231396,UKIAH VALLEY MEDICAL CENTER,MENDOCINO,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,10677
2010,106231396,UKIAH VALLEY MEDICAL CENTER,MENDOCINO,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,11919
2010,106231396,UKIAH VALLEY MEDICAL CENTER,MENDOCINO,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,1238
2010,106231396,UKIAH VALLEY MEDICAL CENTER,MENDOCINO,Nonprofit - Corporation,Emergency - Basic,ED Visit,Unknown,1
2010,106231396,UKIAH VALLEY MEDICAL CENTER,MENDOCINO,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,1173
2011,106231396,UKIAH VALLEY MEDICAL CENTER,MENDOCINO,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,10293
2011,106231396,UKIAH VALLEY MEDICAL CENTER,MENDOCINO,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,12056
2011,106231396,UKIAH VALLEY MEDICAL CENTER,MENDOCINO,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,1426
2011,106231396,UKIAH VALLEY MEDICAL CENTER,MENDOCINO,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,1187
2012,106231396,UKIAH VALLEY MEDICAL CENTER,MENDOCINO,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,10044
2012,106231396,UKIAH VALLEY MEDICAL CENTER,MENDOCINO,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,11622
2012,106231396,UKIAH VALLEY MEDICAL CENTER,MENDOCINO,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,1421
2012,106231396,UKIAH VALLEY MEDICAL CENTER,MENDOCINO,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,1215
2013,106231396,UKIAH VALLEY MEDICAL CENTER,MENDOCINO,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,10404
2013,106231396,UKIAH VALLEY MEDICAL CENTER,MENDOCINO,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,12274
2013,106231396,UKIAH VALLEY MEDICAL CENTER,MENDOCINO,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,1260
2013,106231396,UKIAH VALLEY MEDICAL CENTER,MENDOCINO,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,1162
2014,106231396,UKIAH VALLEY MEDICAL CENTER,MENDOCINO,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,10176
2014,106231396,UKIAH VALLEY MEDICAL CENTER,MENDOCINO,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,1234
2014,106231396,UKIAH VALLEY MEDICAL CENTER,MENDOCINO,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,1094
2010,106240924,MEMORIAL HOSPITAL LOS BANOS,MERCED,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,9949
2010,106240924,MEMORIAL HOSPITAL LOS BANOS,MERCED,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,13291
2010,106240924,MEMORIAL HOSPITAL LOS BANOS,MERCED,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,467
2010,106240924,MEMORIAL HOSPITAL LOS BANOS,MERCED,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,313
2011,106240924,MEMORIAL HOSPITAL LOS BANOS,MERCED,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,9897
2011,106240924,MEMORIAL HOSPITAL LOS BANOS,MERCED,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,12963
2011,106240924,MEMORIAL HOSPITAL LOS BANOS,MERCED,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,540
2011,106240924,MEMORIAL HOSPITAL LOS BANOS,MERCED,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,286
2012,106240924,MEMORIAL HOSPITAL LOS BANOS,MERCED,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,10044
2012,106240924,MEMORIAL HOSPITAL LOS BANOS,MERCED,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,13143
2012,106240924,MEMORIAL HOSPITAL LOS BANOS,MERCED,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,312
2012,106240924,MEMORIAL HOSPITAL LOS BANOS,MERCED,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,223
2013,106240924,MEMORIAL HOSPITAL LOS BANOS,MERCED,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,10725
2013,106240924,MEMORIAL HOSPITAL LOS BANOS,MERCED,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,14064
2013,106240924,MEMORIAL HOSPITAL LOS BANOS,MERCED,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,348
2013,106240924,MEMORIAL HOSPITAL LOS BANOS,MERCED,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,226
2014,106240924,MEMORIAL HOSPITAL LOS BANOS,MERCED,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,12913
2014,106240924,MEMORIAL HOSPITAL LOS BANOS,MERCED,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,418
2014,106240924,MEMORIAL HOSPITAL LOS BANOS,MERCED,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,313
2010,106240942,MERCY MEDICAL CENTER - MERCED,MERCED,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,23102
2010,106240942,MERCY MEDICAL CENTER - MERCED,MERCED,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,28642
2010,106240942,MERCY MEDICAL CENTER - MERCED,MERCED,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,4008
2010,106240942,MERCY MEDICAL CENTER - MERCED,MERCED,Nonprofit - Corporation,Emergency - Basic,ED Visit,Unknown,1
2010,106240942,MERCY MEDICAL CENTER - MERCED,MERCED,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,3397
2011,106240942,MERCY MEDICAL CENTER - MERCED,MERCED,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,23437
2011,106240942,MERCY MEDICAL CENTER - MERCED,MERCED,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,30364
2011,106240942,MERCY MEDICAL CENTER - MERCED,MERCED,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,3871
2011,106240942,MERCY MEDICAL CENTER - MERCED,MERCED,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,3426
2012,106240942,MERCY MEDICAL CENTER - MERCED,MERCED,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,24960
2012,106240942,MERCY MEDICAL CENTER - MERCED,MERCED,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,32901
2012,106240942,MERCY MEDICAL CENTER - MERCED,MERCED,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,3063
2012,106240942,MERCY MEDICAL CENTER - MERCED,MERCED,Nonprofit - Corporation,Emergency - Basic,ED Visit,Unknown,1
2012,106240942,MERCY MEDICAL CENTER - MERCED,MERCED,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,2913
2013,106240942,MERCY MEDICAL CENTER - MERCED,MERCED,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,24832
2013,106240942,MERCY MEDICAL CENTER - MERCED,MERCED,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,33041
2013,106240942,MERCY MEDICAL CENTER - MERCED,MERCED,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,3216
2013,106240942,MERCY MEDICAL CENTER - MERCED,MERCED,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,2846
2014,106240942,MERCY MEDICAL CENTER - MERCED,MERCED,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,25992
2014,106240942,MERCY MEDICAL CENTER - MERCED,MERCED,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,3117
2014,106240942,MERCY MEDICAL CENTER - MERCED,MERCED,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,2671
2010,106250955,SURPRISE VALLEY COMMUNITY HOSPITAL,MODOC,Public - District,Emergency - Standby,ED Visit,Male,260
2010,106250955,SURPRISE VALLEY COMMUNITY HOSPITAL,MODOC,Public - District,Emergency - Standby,ED Visit,Female,235
2010,106250955,SURPRISE VALLEY COMMUNITY HOSPITAL,MODOC,Public - District,Emergency - Standby,ED Admit,Female,6
2010,106250955,SURPRISE VALLEY COMMUNITY HOSPITAL,MODOC,Public - District,Emergency - Standby,ED Admit,Male,7
2011,106250955,SURPRISE VALLEY COMMUNITY HOSPITAL,MODOC,Public - District,Emergency - Standby,ED Visit,Male,218
2011,106250955,SURPRISE VALLEY COMMUNITY HOSPITAL,MODOC,Public - District,Emergency - Standby,ED Visit,Female,208
2011,106250955,SURPRISE VALLEY COMMUNITY HOSPITAL,MODOC,Public - District,Emergency - Standby,ED Admit,Female,4
2012,106250955,SURPRISE VALLEY COMMUNITY HOSPITAL,MODOC,Public - District,Emergency - Standby,ED Visit,Male,172
2012,106250955,SURPRISE VALLEY COMMUNITY HOSPITAL,MODOC,Public - District,Emergency - Standby,ED Visit,Female,174
2012,106250955,SURPRISE VALLEY COMMUNITY HOSPITAL,MODOC,Public - District,Emergency - Standby,ED Admit,Female,2
2012,106250955,SURPRISE VALLEY COMMUNITY HOSPITAL,MODOC,Public - District,Emergency - Standby,ED Admit,Male,3
2013,106250955,SURPRISE VALLEY COMMUNITY HOSPITAL,MODOC,Public - District,Emergency - Standby,ED Visit,Male,170
2013,106250955,SURPRISE VALLEY COMMUNITY HOSPITAL,MODOC,Public - District,Emergency - Standby,ED Visit,Female,199
2013,106250955,SURPRISE VALLEY COMMUNITY HOSPITAL,MODOC,Public - District,Emergency - Standby,ED Admit,Female,8
2013,106250955,SURPRISE VALLEY COMMUNITY HOSPITAL,MODOC,Public - District,Emergency - Standby,ED Admit,Male,8
2014,106250955,SURPRISE VALLEY COMMUNITY HOSPITAL,MODOC,Public - District,Emergency - Standby,ED Visit,Male,161
2014,106250955,SURPRISE VALLEY COMMUNITY HOSPITAL,MODOC,Public - District,Emergency - Standby,ED Admit,Female,4
2014,106250955,SURPRISE VALLEY COMMUNITY HOSPITAL,MODOC,Public - District,Emergency - Standby,ED Admit,Male,1
2010,106250956,MODOC MEDICAL CENTER,MODOC,Public - District,Emergency - Standby,ED Visit,Male,1808
2010,106250956,MODOC MEDICAL CENTER,MODOC,Public - District,Emergency - Standby,ED Visit,Female,2339
2010,106250956,MODOC MEDICAL CENTER,MODOC,Public - District,Emergency - Standby,ED Admit,Female,88
2010,106250956,MODOC MEDICAL CENTER,MODOC,Public - District,Emergency - Standby,ED Admit,Male,77
2011,106250956,MODOC MEDICAL CENTER,MODOC,Public - District,Emergency - Standby,ED Visit,Male,1747
2011,106250956,MODOC MEDICAL CENTER,MODOC,Public - District,Emergency - Standby,ED Visit,Female,2234
2011,106250956,MODOC MEDICAL CENTER,MODOC,Public - District,Emergency - Standby,ED Admit,Female,99
2011,106250956,MODOC MEDICAL CENTER,MODOC,Public - District,Emergency - Standby,ED Admit,Male,93
2012,106250956,MODOC MEDICAL CENTER,MODOC,Public - District,Emergency - Standby,ED Visit,Male,1759
2012,106250956,MODOC MEDICAL CENTER,MODOC,Public - District,Emergency - Standby,ED Visit,Female,2098
2012,106250956,MODOC MEDICAL CENTER,MODOC,Public - District,Emergency - Standby,ED Admit,Female,82
2012,106250956,MODOC MEDICAL CENTER,MODOC,Public - District,Emergency - Standby,ED Admit,Male,82
2013,106250956,MODOC MEDICAL CENTER,MODOC,Public - District,Emergency - Standby,ED Visit,Male,1658
2013,106250956,MODOC MEDICAL CENTER,MODOC,Public - District,Emergency - Standby,ED Visit,Female,2119
2013,106250956,MODOC MEDICAL CENTER,MODOC,Public - District,Emergency - Standby,ED Admit,Female,102
2013,106250956,MODOC MEDICAL CENTER,MODOC,Public - District,Emergency - Standby,ED Admit,Male,70
2014,106250956,MODOC MEDICAL CENTER,MODOC,Public - District,Emergency - Standby,ED Visit,Male,1676
2014,106250956,MODOC MEDICAL CENTER,MODOC,Public - District,Emergency - Standby,ED Admit,Female,79
2014,106250956,MODOC MEDICAL CENTER,MODOC,Public - District,Emergency - Standby,ED Admit,Male,60
2010,106260011,MAMMOTH HOSPITAL,MONO,Public - District,Emergency - Standby,ED Visit,Male,4457
2010,106260011,MAMMOTH HOSPITAL,MONO,Public - District,Emergency - Standby,ED Visit,Female,3262
2010,106260011,MAMMOTH HOSPITAL,MONO,Public - District,Emergency - Standby,ED Admit,Female,138
2010,106260011,MAMMOTH HOSPITAL,MONO,Public - District,Emergency - Standby,ED Admit,Male,166
2011,106260011,MAMMOTH HOSPITAL,MONO,Public - District,Emergency - Standby,ED Visit,Male,4735
2011,106260011,MAMMOTH HOSPITAL,MONO,Public - District,Emergency - Standby,ED Visit,Female,3339
2011,106260011,MAMMOTH HOSPITAL,MONO,Public - District,Emergency - Standby,ED Admit,Female,143
2011,106260011,MAMMOTH HOSPITAL,MONO,Public - District,Emergency - Standby,ED Admit,Male,204
2012,106260011,MAMMOTH HOSPITAL,MONO,Public - District,Emergency - Standby,ED Visit,Male,4235
2012,106260011,MAMMOTH HOSPITAL,MONO,Public - District,Emergency - Standby,ED Visit,Female,3136
2012,106260011,MAMMOTH HOSPITAL,MONO,Public - District,Emergency - Standby,ED Admit,Female,150
2012,106260011,MAMMOTH HOSPITAL,MONO,Public - District,Emergency - Standby,ED Admit,Male,212
2013,106260011,MAMMOTH HOSPITAL,MONO,Public - District,Emergency - Standby,ED Visit,Male,4463
2013,106260011,MAMMOTH HOSPITAL,MONO,Public - District,Emergency - Standby,ED Visit,Female,3346
2013,106260011,MAMMOTH HOSPITAL,MONO,Public - District,Emergency - Standby,ED Admit,Female,167
2013,106260011,MAMMOTH HOSPITAL,MONO,Public - District,Emergency - Standby,ED Admit,Male,240
2014,106260011,MAMMOTH HOSPITAL,MONO,Public - District,Emergency - Standby,ED Visit,Male,4152
2014,106260011,MAMMOTH HOSPITAL,MONO,Public - District,Emergency - Standby,ED Admit,Female,110
2014,106260011,MAMMOTH HOSPITAL,MONO,Public - District,Emergency - Standby,ED Admit,Male,177
2010,106270744,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,MONTEREY,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,16936
2010,106270744,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,MONTEREY,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,20791
2010,106270744,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,MONTEREY,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,3122
2010,106270744,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,MONTEREY,Nonprofit - Corporation,Emergency - Basic,ED Visit,Unknown,2
